prefecture,year,month,positive,death,population,gdo,gdp,mobility,credit_all,credit_service,pos,travel,eventticket,restaurant_info,joboffer,event_info,travel_info,movie_info,departsuper,conveni,kaden,drugstore,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBsurvice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Ehime,2020,1,0,0,1352000,102.05053,100,,2.5,-3,0,-18,-3.7735849,5.257787875,-0.083333336,-1.270744182,3.619316009,7.306856811,-0.6,0.4,-1.8,3.2,,,,,,,,,,,,,,40.35112271,495,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,2,0,0,1352000,100.0162,99.687172,1.25,-6,-8,2.074074,-11,-68.4984026,3.434608247,0.25925925,-7.34313672,-1.811883442,-3.836405894,3.5,3.6,2.9,15.6,39.6,50,,45.6,41.7,36.1,37,42.9,33.3,45.2,,41.2,39.2,-5.24018854,524,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,3,9,0,1352000,98.430054,96.976807,-2,-7,-6.5,5.75,-65,-99.85,-16.93379486,4.75,-9.484278376,-15.81104518,-17.38042267,-3.8,-5.9,-10.7,6.9,36.6,50,16.7,48.3,25,35.3,31.4,35.4,25,35.4,,33.3,37.3,-3.263471057,722,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,4,38,3,1352000,93.105278,90.724327,-12.5,-12,-13.5,10.933333,-95,-99.8844598,-60.51048309,-5.9000001,-69.13678352,-46.26100646,-27.67377576,-15.6,-11,-4.6,12.8,28.1,33.3,16.7,37,16.7,27.5,26.9,27.1,33.3,13,,37.5,25.9,-21.76669545,375,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,5,35,1,1352000,91.318901,87.795555,-14.75,-2.5,-5,6.75,-98,-99.3697479,-50.11064598,-18.5,-74.16110525,-51.25046919,-26.21285814,-8.6,-10,15.8,8.9,27.8,33.3,8.3,42.4,16.7,25.5,26.2,24.1,25,14.6,,35.7,25.9,-52.98975227,363,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,6,0,0,1352000,97.201569,93.272919,-7.875,-4.5,-6.5,9,-82,-100,-21.20647403,-14.75,-54.27734401,-29.80497594,-39.03124648,1.4,-4.7,31.7,10.2,30.7,41.7,16.7,44.7,16.7,28.1,25.7,42.6,25,16.7,,30,30.9,5.010708294,525,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,7,7,1,1352000,96.33075,91.990196,-6.5,-6.5,-5.5,4.9032259,-44,-100,-6.415339063,-14.548388,-62.41522564,-12.62277982,-46.96598024,0.5,-6.5,5.3,6.6,30.6,41.7,16.7,46.8,16.7,23.2,28.4,38.1,33.3,23.8,,36.7,29.2,-26.95019252,513,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,8,25,1,1352000,96.486229,91.152824,-5,0.5,-3,5.25,-34,-94.5241893,-20.93007861,-6.25,-61.13669361,-27.34527529,-36.69843567,0.9,-4.4,8.1,10.2,30.3,50,16.7,41.7,22.2,26.1,29.2,33.3,22.2,27.8,,32.5,29.7,-26.99267219,419,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,9,0,0,1352000,99.289917,95.227753,-7.75,-5,-5.5,2.4444444,20,-88.0829016,-4.097508458,-12.444445,-55.53782496,-20.98142147,-10.28182636,-9,-2.4,-34.5,-11.3,30.2,33.3,25,42.1,33.3,24.2,29.4,27.1,23.3,36.1,,33.3,29.6,25.13653114,620,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,10,2,0,1352000,99.013054,94.063362,-2.75,5,2.5,5.1290321,44,-98.1959565,-7.495636433,-12.387096,-62.28499376,13.48883909,18.94495542,5.5,-4.8,38.7,16.3,34.4,41.7,25,44.4,33.3,30.9,33.3,29.6,25,37.8,,38.6,33.5,7.058944268,556,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,11,198,0,1352000,99.911293,95.007149,-4.375,-1,1,3.75,73,-97.5687219,-17.87650556,-2.5,-22.03334466,4.940968576,23.51468662,0.1,-2.9,22,9.6,35.8,41.7,25,50,33.3,30,30.9,31.3,33.3,43.1,,40.9,34.6,10.36841572,758,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2020,12,151,7,1352000,99.15593,93.036179,-10.25,-2.5,-3,4.2580647,21,-100,-37.2401581,-9.0967741,-14.829548,-17.43714508,-4.79681304,-0.6,-3.8,18.5,6.5,35,41.7,33.3,47.5,33.3,28.2,31.7,38.1,29.2,43.6,,43.5,33,4.953400757,619,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2021,1,528,5,1352000,,93.779114,-20.75,2.5,-1.5,7.25,-74,-98.6937591,-45.70478873,-1.25,-13.57219079,-36.15001893,-4.984275423,-5.5,-5.2,19.5,4.9,34.1,50,25,43.9,27.8,31.3,31.5,30.6,25,34.5,,41.3,32.4,-44.93508706,529,1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2021,2,70,5,1352000,,94.21067,-15.625,-6,-4.5,2.75,-72,-99,-40.32439661,-1,-38.87962445,-47.06611396,0.089748321,-3.8,-6.8,7.3,-8.2,34.7,41.7,16.7,46.8,33.3,30.8,31.2,38.9,29.2,32.1,,42.5,33,15.11896783,615,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2021,3,304,1,1352000,,,-7,-6,-8.5,2.25,,-100,-33.89416895,-2.5,-18.17356565,-31.74180055,26.32610213,,,,,38,33.3,33.3,45.6,37.5,38.5,32.5,37.5,29.2,38.3,,40.8,37.2,-11.89963426,726,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2021,4,963,16,1352000,,,-13.25,,,4.48,,,-49.72,-7.1111112,,,,,,,,34.8,25,16.7,37.8,33.3,36.3,33.9,30.6,25,36.4,,41.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehime,2021,5,171,15,1352000,,,-24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,1,,,,,,,,,,,,,,,,,-1.8,2.4,4.1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,2,,,,,,,,,,,,,,,,,4.7,4.8,11.8,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,3,,,,,,,,,,,,,,,,,-3.1,-3.7,-0.1,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,4,,,,,,,,,,,,,,,,,-0.5,-6.9,4.3,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,5,,,,,,,,,,,,,,,,,1.9,-5.6,21.7,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,6,,,,,,,,,,,,,,,,,5.8,0,41.2,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,7,,,,,,,,,,,,,,,,,4,-5.4,8.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,8,,,,,,,,,,,,,,,,,4.7,-3.8,3.9,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,9,,,,,,,,,,,,,,,,,-5.2,-1,-31,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,10,,,,,,,,,,,,,,,,,2.6,-4.9,23.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,11,,,,,,,,,,,,,,,,,-1.3,-3.6,15.7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2020,12,,,,,,,,,,,,,,,,,-0.4,-3.4,9.2,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2021,1,,,,,,,,,,,,,,,,,-0.6,-3.4,4.7,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2021,2,,,,,,,,,,,,,,,,,-3.8,-4.4,11.4,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukishima,2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukui,2020,1,0,0,774000,102.05053,100,,6,8.5,-2.75,-15,-97.258811,19.00129998,0.16666667,-4.95465465,12.10645457,3.441643644,-2.7,-0.3,-3.6,-0.6,,,,,,,,,,,,,,82.48532203,277,891,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,98.3,,,-2.5
Fukui,2020,2,0,0,774000,102.86748,101.86053,2.5,1.5,3.5,1.962963,-22,-98.35885215,5.661133845,1.3703704,-5.923741166,-1.036036435,-1.998811235,0.7,2.6,6.8,8.8,36.2,,33.3,48,50,31.9,31.9,25,33.3,37.5,,38.9,35.4,-56.72899753,323,1178,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,33.1,,,-6.8
Fukui,2020,3,20,0,774000,98.346001,96.705582,-1.5,-4.5,-1,2.25,-65,-99.4588933,-7.61240499,1.5,-17.32848506,-16.68130143,-7.94147996,0.6,-5.7,-7.4,5.5,32,,16.7,44.4,33.3,29.9,26.7,19.4,16.7,33.3,33.3,39.7,30.1,54.60190451,436,1807,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,5.8,,,14.6
Fukui,2020,4,102,8,774000,94.326912,91.173508,-16.5,-0.5,-1,-1.6,-96,-100,-66.78392035,-12.866667,-75.44641651,-47.31353921,-20.89932871,-12,-11.6,-5,17.5,22.2,,16.7,35.1,8.3,20.1,17.8,9.5,16.7,22.2,,23.9,21.8,-20.49332545,202,607,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,15.4,,,-32.8
Fukui,2020,5,0,0,774000,93.42601,86.379478,-12.25,1,-3,3.75,-99,-100,-42.91210776,-25.75,-77.95120707,-47.05040221,-17.62577612,-4.8,-9,22.5,9.1,22.6,,16.7,37.2,16.7,20.1,15.6,9.5,8.3,27.8,16.7,31.8,20.6,90.70135069,169,382,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,28.8,,,-45.7
Fukui,2020,6,0,0,774000,98.464561,92.927361,-1,1,0.5,12.5,-87,-100,-16.46375718,-24.25,-65.52098228,-23.74098099,-33.59887501,4.7,-5.1,24.4,6.6,25.1,,25,39.1,16.7,19.3,17.9,26.7,8.3,33.3,50,33.3,23.1,34.7276628,302,835,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,206.9,,,-21.5
Fukui,2020,7,17,0,774000,100.38078,93.067345,-1.75,-3,-5,1.967742,-38,-100,-13.02579075,-21.903225,-50.66707207,-5.08589594,-43.47206852,4.2,-9.1,6.9,8.1,24.5,,25,34,25,19.7,20.2,25,23.3,35.7,16.7,34.7,21.7,-56.30173385,316,1147,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,-24.8,,,-12.1
Fukui,2020,8,89,0,774000,103.22501,95.261002,9.75,1,4.5,1,-45,-100,-29.78643247,-15.25,-65.88050481,-33.47383971,-33.24305411,3.3,-9.2,6.3,12.7,29.1,,33.3,40.8,25,23.3,26.7,19.4,25,35.7,,35.8,27.3,-31.678531,215,870,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,-39.6,,,-15.5
Fukui,2020,9,16,3,774000,102.72721,96.768967,5.625,-0.5,2,-2.3703704,25,-95.1009501,-4.313123771,-19.629629,-58.94290862,-30.87537328,-6.741643489,3.4,-4.7,-32,-3.4,31.7,,33.3,46.3,33.3,26.6,26.8,31,20.8,30.6,16.7,41,29.3,-33.22373694,363,1275,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,-17.7,,,-16.4
Fukui,2020,10,13,0,774000,104.94936,99.43544,9.25,4,7,4.2903228,91,-84.5901639,3.002913311,-15.935484,-56.07453406,8.503056967,18.32282172,8.9,15.1,32.3,1.8,30,,25,42,33.3,24.8,24.7,31,22.2,40.5,,39.2,27.9,-30.78576061,332,907,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,7.4,,,40.7
Fukui,2020,11,59,0,774000,105.54688,99.217255,11.375,-2,-5,1.5,95,-97.8987993,-2.146172222,-7,-22.75768331,2.415890301,21.99219703,9.3,25.4,21.7,4.2,37.8,,44.4,48.8,41.7,32.4,30.7,38.9,20.8,50,,44.7,36.1,-2.270392971,367,932,,,,,,,,,,,,,,,,,,,,,-1.3,,,,,,,,,,-18.9,,,13.9
Fukui,2020,12,39,1,774000,103.67751,96.881676,-6.25,0.5,-1,1.3548387,39,-95.2673094,-24.0991311,-11.451612,-12.99327368,-16.6924835,-11.54384365,4.7,10.8,14.7,3.8,37.9,,33.3,44.8,41.7,35.6,31.9,42.9,16.7,45.8,,41.7,37,-53.67899533,300,941,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,-17.1,,,16.5
Fukui,2021,1,159,7,774000,,96.174942,-22,5,8,5.5,-75,-100,-42.83147739,-7,9.421871157,-36.45278414,-9.859562356,0.4,3.2,6.1,12.1,34.3,,25,38.5,33.3,32.5,31.2,35.7,25,41.7,,40.2,32.8,-38.29272541,212,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,,,-11.3
Fukui,2021,2,31,6,774000,,99.548965,-12.125,1.5,2,5.75,-75,216,-21.41087208,-4,-55.11429292,-45.26834201,-3.120709307,3,14.9,6.4,-0.5,36.4,,33.3,41.3,33.3,36,32.1,33.3,22.2,47.6,,42.5,35,16.2110629,380,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukui,2021,3,44,0,774000,,,0.5,2,5.5,2.75,,-100,-12.47902176,-6.75,-19.28311744,-31.04345952,27.29878763,,,,,40.4,,38.9,46.7,50,39,35.5,39.6,30,50,50,47,38.9,-64.47649112,597,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukui,2021,4,286,8,774000,,,2.625,,,0.2,,,-26.76,-2.3333333,,,,,,,,39.9,,38.9,46.4,38.9,38.2,33.3,40.7,36.7,47.6,66.7,46.8,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukui,2021,5,79,0,774000,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukuoka,2020,1,0,0,5107000,102.05053,100,,-4,-3,8,-9,82.5409804,6.326928247,15.583333,-7.627252963,2.868882785,0.548257007,-5.7,2.8,-0.5,5.2,,,,,,,,,,,,,,-16.42785381,1105,4353,,,,,,,,,,,,24094710,19456413,,,,,,,,0.8,,,,,,,,,,,,,
Fukuoka,2020,2,2,0,5107000,99.710953,98.866119,-2.5,-3,-3,9.1481485,-22,47.1987161,-1.967830585,3.3333333,-8.053898855,-1.755974331,-0.677059986,-7,2.9,3,14.2,40.1,16.7,50,50.6,31.9,39.3,35,36.7,35.1,42.7,,43,39,-24.67179446,1186,5220,,,,,,,,,,,,24431311,19553355,,,,,,,,0.4,,,,,,,,,,,,,
Fukuoka,2020,3,44,0,5107000,99.574745,99.174339,-5.25,-8,-8.5,2,-68,-98.3527737,-16.95577326,3,-14.93961471,-12.15687297,-15.10867382,-14.9,-6.3,-9.5,5.4,35.5,16.7,33.3,47.7,38.5,36.5,30.8,28.6,27.8,33.9,,37.6,35,-11.73248917,1484,6373,,,,,,,,,,,,24417487,19653132,,,,,,,,0.5,,,,-54.6,,-18.8,,,,,,,
Fukuoka,2020,4,595,20,5107000,87.014694,87.814056,-21.375,-18.5,-27,10.766666,-97,-99.7658955,-66.5978452,-13.266666,-70.22918958,-46.22953646,-27.47648401,-38,-12,-14.5,10.5,27,16.7,33.3,34.1,13.3,31.2,25.3,23.7,20.5,24.7,,26,27,-23.41101202,799,3082,,,,,,,,,,,,24838925,19821019,,,,,,,,0.3,,,,-67.9,,-10.3,,,,,,,
Fukuoka,2020,5,117,8,5107000,85.391739,84.394615,-22,-12,-18.5,5.75,-99,-99.1350846,-58.59379087,-27,-70.05003877,-55.88049668,-29.26761056,-26.1,-10.8,4.8,7.5,26.8,0,25,33.6,22.6,27.2,25,17.6,20.8,27.2,,27.5,27,-14.32273729,671,2139,,,,,,,,,,,,25714054,20084498,,,,,,,,0.5,,,,-42.7,,-65.6,,,,,,,
Fukuoka,2020,6,92,5,5107000,93.411568,90.521729,-13.375,-7,-13.5,4.75,-92,-99.9866188,-39.13368575,-26,-64.99470405,-39.99099634,-45.31548879,-6.3,-6.1,33.6,7.3,29.2,16.7,33.3,35.8,27.8,27.1,29.6,31.1,21.9,27.9,,29,29,-9.095130476,1012,4284,,,,,,,,,,,,26018732,20199302,,,,,,,,0.4,,,,-6,,-3.4,,,,,,,
Fukuoka,2020,7,1075,1,5107000,95.146095,91.878113,-13.25,-8,-11,1.5806452,-78,-99.7114291,-31.58009129,-24.774193,-61.34549514,-23.89203686,-52.2042789,-6.8,-7.6,11.9,3.1,31.6,41.7,50,40.1,29.6,29.1,29.3,31.5,21.6,32,16.7,33.3,31,-38.45710394,1329,5249,,,,,,,,,,,,26021771,20346133,,,,,,,,0.7,,,,-16,,-31.6,,,,,,,
Fukuoka,2020,8,2670,28,5107000,96.125656,92.72007,-13.5,-5.5,-10,4.5,-68,-99.4438946,-42.59130743,-18.25,-71.6960029,-30.96888544,-43.70236939,-6.1,-5.2,14,10.7,31.2,61.1,33.3,37.1,30.4,28.7,28.9,30.4,24.1,33.1,16.7,32,31,-4.781841182,1056,4436,,,,,,,,,,,,26230138,20439313,,,,,,,,0.4,,,,92,,-3.8,,,,,,,
Fukuoka,2020,9,444,36,5107000,97.58358,94.939301,-10,-7.5,-8.5,-4.2962961,-30,-95.928669,-34.729922,-21.407408,-59.86534594,-15.85349709,-19.26429409,-18.2,-2.4,-33.2,-3.6,33.2,16.7,33.3,39.2,33.3,29.1,31.2,40.7,28.1,34.5,33.3,34.2,33,-17.25332146,1390,5704,,,,,,,,,,,,26112818,20462595,,,,,,,,0,,,,103.5,,-28.1,,,,,,,
Fukuoka,2020,10,187,4,5107000,100.65393,98.23909,-7.5,-1,-4,7.0645161,15,-81.3512938,-21.61452422,-18.774193,-71.14990495,39.15291155,8.964012733,2.3,-6,29.7,9.4,36.8,33.3,50,42.6,36.5,35.3,34.9,45.1,31,35.9,16.7,36,37,-19.75850117,1215,4864,,,,,,,,,,,,26540186,20504065,,,,,,,,-0.4,,,,-13.1,,-32.3,,,,,,,
Fukuoka,2020,11,600,6,5107000,100.47659,97.328903,-8.125,-3,-9,2,72,-79.5279507,-25.12140213,-10.25,-25.47967221,33.24455245,11.0350609,-2.1,1,32.6,4.1,37,33.3,33.3,44.3,36.1,35,34.1,43.1,29.2,36.9,16.7,38,37,31.96534222,1282,4902,,,,,,,,,,,,26487283,20496406,,,,,,,,-0.7,,,,-44.4,,-20.7,,,,,,,
Fukuoka,2020,12,3137,11,5107000,99.741364,96.024094,-12.75,-4.5,-10,4.483871,7,-56.2578397,-41.67811551,-8.0645161,-11.55922301,2.406243859,-13.74288263,-4.3,-1.8,20.4,3.8,37.4,16.7,33.3,43.4,33.3,35.1,36.1,41.7,36.8,36,,36.5,37.6,-2.230329167,1106,4603,,,,,,,,,,,,26928256,20601725,,,,,,,,-0.9,,,,273.5,,-42.9,,,,,,,
Fukuoka,2021,1,7211,68,5107000,,96.305656,-23.5,-14,-20,13,-77,-81.0640532,-50.97859474,5.25,-10.16724292,-33.9351259,-15.66476332,-13.3,-4.6,15,-6.4,34.6,33.3,33.3,40.6,28.2,35.6,33.3,38.9,33.3,31,16.7,34,35,-44.27858107,1118,4760,,,,,,,,,,,,26878195,20598514,,,,,,,,-0.3,,,,-94,,-62.2,,,,,,,
Fukuoka,2021,2,1887,104,5107000,,94.876701,-19.375,-13,-20,8.25,-76,-75,-52.90667877,3.75,-48.10203782,-51.56497104,-10.6550023,-7.3,-6.9,16.8,-14.4,37.2,38.9,33.3,43.2,34.7,38.9,33.6,37.5,31.3,36.6,16.7,37.1,37.2,22.55879866,1368,5794,,,,,,,,,,,,27187140,20760990,,,,,,,,-0.2,,,,-26.6,,-50,,,,,,,
Fukuoka,2021,3,953,41,5107000,,,-11.75,-8.5,-10.5,3.75,,-95,-44.63884005,-5,-24.17474668,-29.67901147,17.20147913,,,,,38.4,25,33.3,42.5,40.5,37.1,38.2,40,34.3,37.4,16.7,40.9,37.9,-17.11642144,1796,7644,,,,,,,,,,,,,,,,,,,,,-0.1,,,,446,,-11.5,,,,,,,
Fukuoka,2021,4,4411,20,5107000,,,-11.125,,,2.6800001,,,-46.72,-7.8333335,,,,,,,,39.8,33.3,33.3,43.9,41,38.4,39.1,41.7,38.5,38.8,16.7,44.4,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukuoka,2021,5,3408,20,5107000,,,-20.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukushima,2020,1,0,0,1864000,102.05053,100,,-4.5,-4,6.3333335,-5,85.2713178,-1.897167353,0.16666667,-9.252334057,15.66181655,6.97374808,,,,,,,,,,,,,,,,,,-23.37642471,639,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.02938707,,,,9.591917273,,,-12.08040154
Fukushima,2020,2,0,0,1864000,100.75639,98.641792,0,-4.5,-6.5,6.9629631,10,-54.1788856,-8.580240921,0.5925926,-9.982295969,8.491624588,0.091131468,,,,,39.1,50,41.7,50.6,33.3,31.3,37.1,37.5,25,44.9,50,44.4,38.3,90.44527549,653,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,3.636363636,,,,-5.356483142,,,-9.87732203
Fukushima,2020,3,4,0,1864000,98.712616,96.527534,-2,-5.5,-4.5,3.75,15,-99.2335563,-17.32890926,-2.5,-0.072726161,-7.536145846,-6.405730397,,,,,32.1,50,33.3,41.7,27.8,26.1,32.8,26.2,25,31,50,37.5,31.3,30.62054629,952,2845,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.56730769,,,,12.94708234,,,-9.032675218
Fukushima,2020,4,69,0,1864000,92.027489,87.334572,-12.875,-8.5,-8.5,10.133333,-95,-100,-61.63743212,-9.6333332,-54.09075999,-42.35295636,-15.50781642,,,,,27.3,50,25,40.1,25,22.4,25,32.1,23.3,12.8,33.3,39.2,25.4,-9.854083867,475,1328,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.306931,,,,3.247215351,,,-30.41350779
Fukushima,2020,5,8,0,1864000,89.670746,83.248672,-14.5,-2,-3.5,4,-98,-99.2649903,-42.30177377,-24.75,-75.36445603,-47.28355017,-9.505484356,,,,,28.4,50,25,41.7,29.2,18.8,30.1,16.7,16.7,25,50,31.5,27.9,-6.382810339,313,836,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.81035923,,,,-6.429418258,,,-46.74750749
Fukushima,2020,6,1,0,1864000,92.811813,87.558022,-5.5,-4.5,-6,2,-17,-100,-25.10551555,-26.75,-61.55050297,15.60105444,-27.58485013,,,,,30.5,50,25,42.5,37.5,22.8,32.8,30.6,22.2,20.5,50,34.4,30,-38.66770666,570,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.25012762,,,,13.16892352,,,-22.70621931
Fukushima,2020,7,7,0,1864000,94.052841,89.636108,-4,-2,-1,0.41935483,-40,-100,-10.71024345,-22.516129,-55.94554608,-7.229528495,-44.27402444,,,,,30.8,50,22.2,44.4,30,23.8,32.4,25.6,13.9,27.8,33.3,42.6,29.2,-29.98359657,571,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.89114659,,,,-4.096329238,,,-12.78991206
Fukushima,2020,8,72,0,1864000,94.775658,89.328651,1.375,-1.5,-2.5,1.75,-39,-99.3596059,-25.91601453,-13.5,-59.71712304,-23.77449641,-32.5605653,,,,,32.3,50,22.2,46.7,29.2,25.2,34,29.8,16.7,24.4,50,43,30.7,45.49985801,493,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14215686,,,,13.19162635,,,-14.75303812
Fukushima,2020,9,92,3,1864000,97.274857,93.155174,-0.875,0.5,1.5,-7.1481481,31,-99.4138495,-5.130755133,-19.444445,-39.93031589,-18.28479386,-2.258009849,,,,,33.7,50,27.8,50,33.3,25.8,32.7,34.6,23.8,27.5,50,41.7,32.5,10.87817563,739,2355,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.46691871,,,,17.10113035,,,-14.74991813
Fukushima,2020,10,135,3,1864000,98.34362,95.490532,3.5,-1,-3.5,3.516129,101,-91.6707496,5.378873232,-19.032259,-60.0673525,17.2939602,15.95546398,,,,,38,50,27.8,50.9,36.7,31.2,32.7,36.7,30.6,38.1,50,41.2,37.5,-4.024064575,764,1868,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.51815981,,,,-0.398660844,,,30.79887769
Fukushima,2020,11,113,0,1864000,98.622917,94.666489,1.5,-2.5,-3,0.75,139,-86.6719036,-11.08800084,-10.5,-37.27169267,10.41108678,12.44246703,,,,,37.9,50,27.8,48.6,33.3,33.8,33.3,35.2,28.6,38.5,33.3,39.5,37.6,0.706252548,857,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,592.3076923,,,,-3.253648706,,,6.666243695
Fukushima,2020,12,443,14,1864000,97.541504,92.587944,-7.75,-0.5,-1,0.3548387,47,-92.2936617,-31.69954036,-16.451612,-13.03294546,-7.253705454,-13.86099463,,,,,39.4,50,37.5,48.9,37.5,36.1,40.1,37,30,30.8,50,44.7,38.6,-13.05586086,556,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.44194757,,,,-8.623724698,,,10.78444502
Fukushima,2021,1,783,24,1864000,,94.536362,-18,-4.5,-5,8.25,-63,-38.501292,-40.58756698,-7.75,-15.90208526,-33.68496907,-14.65612517,,,,,34.4,50,29.2,44.6,37.5,30.2,35.6,30.3,36.7,22.7,50,39.8,33.6,4.250450487,580,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.55335968,,,,-1.35122285,,,7.704865706
Fukushima,2021,2,220,27,1864000,,90.956314,-15.625,-5,-7.5,6,-75,-98,-43.98849438,-10,-54.44701106,-44.73684437,-3.368037123,,,,,37.3,,22.2,46.2,40,35.6,36.8,38.3,27.1,26.7,50,44.7,36.1,-39.91086773,635,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6140351,,,,-7.276803651,,,-0.092132239
